valid|entry|cnt_words|pronounce|syllabary|english|mco
|ᎠᏎᏏᎭ|4|Ugvwiyuhi yigalsdisgi gesv usesvhvi.|ᎤᎬᏫᏳᎯ ᏱᎦᎵᏍᏗᏍᎩ ᎨᏒ ᎤᏎᏒᎲᎢ.|He withdrew his candidacy for president.|
|ᎠᏔᏪᏙᎥᏍᎦ|4|Uweji agehyuja agvdageni utawedonvi.|ᎤᏪᏥ ᎠᎨᏳᏣ ᎠᎬᏓᎨᏂ ᎤᏔᏪᏙᏅᎢ.|He kissed his daughter on the forehead.|
|ᎠᏔᏃᎴᎦ|4|Wigvlidisgi yatotana ama atanolegoi.|ᏫᎬᎵᏗᏍᎩ ᏯᏙᏔᎾ ᎠᎹ ᎠᏔᏃᎴᎪᎢ.|When you heat water to its boiling point, it steams.|
|ᎦᏃᎱᎩᎠ|4|Yvdaha Jisdvnoyi uweyv ganohugisgoi.|ᏴᏓᎭ ᏥᏍᏛᏃᏱ ᎤᏪᏴ ᎦᏃᎱᎩᏍᎪᎢ.|Sometimes Spring Creek floods.|
|ᏓᎩᏏ|4|Daksi nvnohi dunadiwsidisv jigowahta.|ᏓᎩᏏ ᏅᏃᎯ ᏚᎾᏗᏫᏏᏗᏒ ᏥᎪᏩᏔ.|I saw a terrapin crossing the road.|
|ᏗᎬᏢᏗ|4|Dikdlvhdi eskvsi. Hayelsdi dagvdlvhi.|ᏗᎬᏢᏗ ᎡᏍᎬᏏ. ᎭᏰᎵᏍᏗ ᏓᎬᏢᎯ.|Hand me a sharpener. I'm going to sharpen a knife.|
|ᏎᎳᏉᏯ|4|Selagwoya sdayi agowhtvhdi ganulvsvi.|ᏎᎳᏉᏯ ᏍᏓᏱ ᎠᎪᏮᏛᏗ ᎦᏄᎸᏒᎢ.|It's difficult to see a green snake in the grass.|
|ᏩᏚᎾ|4|Waduna ugalstanv ulasihdeni udaluhya.|ᏩᏚᎾ ᎤᎦᎵᏍᏔᏅ ᎤᎳᏏᏕᏂ ᎤᏓᎷᏯ.|He cut a blood vessel when he cut himself on the foot with an axe.|
|ᏳᏓᎭᎢ, ᎢᏳᏓᎵᎭᎢ|4|Yudaha hla agwadulisgv yinigalsdisgo.|ᏳᏓᎭ Ꮭ ᎠᏆᏚᎵᏍᎬ ᏱᏂᎦᎵᏍᏗᏍᎪ.|Sometimes things don't turn out the way I want them to.|
|ᎠᎱᎵ|4|Aniyvwiya anahyvlegv ahuli anhdisgoi.|ᎠᏂᏴᏫᏯ ᎠᎾᏴᎴᎬ ᎠᎱᎵ ᎠᏅᏗᏍᎪᎢ.|Indians use a drum when they chant.|
|ᎦᎵᏬᎦ|4|Dagwalela udinvtana gihli, ulihwojvi.|ᏓᏆᎴᎳ ᎤᏗᏅᏔᎾ ᎩᏟ, ᎤᎵᏬᏨᎢ.|When a dog was run over by a car, it died.|
|ᎩᎶ|4|Eligwus kilo yakinohis nigalstanvsgv?|ᎡᎵᏊᏍ ᎩᎶ ᏯᎩᏃᎯᏍ ᏂᎦᎵᏍᏔᏅᏍᎬ?|Can someone tell me what's happening?|
|ᎠᎿᏩᎢᏴᎠ|4|Gadaha nulstana uhnawo, uhnawaiyvsvi.|ᎦᏓᎭ ᏄᎵᏍᏔᎾ ᎤᎿᎠᏬ, ᎤᎿᏩᎢᏴᏒᎢ.|When his shirt got dirty, he changed it.|
|ᎦᎷᎶᎦ|4|Gado nunalenvhvna? Gohusdis galuloge?|ᎦᏙ ᏄᎾᎴᏅᎲᎾ? ᎪᎱᏍᏗᏍ ᎦᎷᎶᎨ?|Why didn't they start? Was there something missing?|
|ᏧᎾᏕᏠᏆᏍᏗᎢ|4|Gado usdi junadehlohgwasdi dejadehlohgwaeɂi?|ᎦᏙ ᎤᏍᏗ ᏧᎾᏕᏠᏆᏍᏗ ᏕᏣᏕᏠᏆᎡᎢ?|Which school did you attend?|
|ᎤᏰᎸᏗ|4|Gohusd uyehldi sdahlinohehdi uduliha.|ᎪᎱᏍᏗ ᎤᏰᎸᏗ ᏍᏓᏟᏃᎡᏗ ᎤᏚᎵᎭ.|He wants to talk with you for some reason.|
|ᎢᎩᏓ|4|Hila ikida alsgwetuwo halsgwetuhvsgi?|ᎯᎳ ᎢᎩᏓ ᎠᎵᏍᏇᏚᏬ ᎭᎵᏍᏇᏚᎲᏍᎩ?|What size hat do you wear?|
|ᎠᏕᎭ|4|Ije digohwelodi udelv didehlohgwasgi.|ᎢᏤ ᏗᎪᏪᎶᏗ ᎤᏕᎸ ᏗᏕᏠᏆᏍᎩ.|He gave the student a new pencil.|
|ᏙᏓᏆᏍᎬᎢ|4|Inadawoesv Dodagwasgv svhiyeyi didla.|ᎢᎾᏓᏬᎡᏒ ᏙᏓᏆᏍᎬ ᏒᎯᏰᏱ ᏗᏜ.|Let's both go swimming Sunday afternoon.|
|ᎠᎪᏩᏛᏗᎭ|4|Jejahlilostanv ugowhtvhdi uduli jaji.|ᏤᏣᏟᎶᏍᏔᏅ ᎤᎪᏩᏛᏗ ᎤᏚᎵ ᏣᏥ.|Your mother wants to see a picture of you.|
|ᎠᎴᏫᏍᏗᎭ|4|Kilo uhyanisgv utvgana, ulehwistanvi.|ᎩᎶ ᎤᏯᏂᏍᎬ ᎤᏛᎦᎾ, ᎤᎴᏫᏍᏔᏅᎢ.|When he heard someone calling him, he stopped.|
|ᎠᏧᏣ|4|Na anichuja sgwahlesdi dananelohvsga.|Ꮎ ᎠᏂᏧᏣ ᏍᏆᏞᏍᏗ ᏓᎾᏁᎶᎲᏍᎦ.|The boys are playing ball.|
|ᎤᏓᏅᎦᎸᏓ|4|Nigohilv udanvgalvda nuwahno uyvsdii.|ᏂᎪᎯᎸ ᎤᏓᏅᎦᎸᏓ ᏄᏩᏃ ᎤᏴᏍᏗᎢ.|He always keeps his room clean.|
|ᎦᏟᏏᎭ|4|Sohi degahlisiha ganvji uwohlvhdohdi.|ᏐᎯ ᏕᎦᏟᏏᎭ ᎦᏅᏥ ᎤᏬᏢᏙᏗ.|He's gathering hickory nuts to make kanuchi.|
|ᎢᏳᏩᏂᎸᎢ|4|Taldu iyuwahnilv jigesv julohistanvi.|ᏔᎵᏚ ᎢᏳᏩᏂᎸ ᏥᎨᏒ ᏧᎶᎯᏍᏔᏅᎢ.|He stopped by at twelve o'clock.|
|ᎠᏂ|4|Tsgwisdi ani anatvhisdisgo Sdilaweli.|ᏥᏈᏍᏗ ᎠᏂ ᎠᎾᏛᎯᏍᏗᏍᎪ ᏍᏗᎳᏪᎵ.|They grow a lot of strawberries in Stilwell.|
|ᎠᏍᎦᏰᎬᏍᏓ|4|"Asgayegvsda osdineli," udvhnv agehya.|"ᎠᏍᎦᏰᎬᏍᏓ ᎣᏍᏗᏁᎵ," ᎤᏛᏅ ᎠᎨᏯ.|The woman said, "My husband is handsome."|
|ᎠᎩᏳᏍᎨ|4|Akiyusge agigohv galohisdi wudlanvdvi.|ᎠᎩᏳᏍᎨ ᎠᎩᎪᎲ ᎦᎶᎯᏍᏗ ᏭᏜᏅᏛᎢ.|I saw an elbow through an opening in the door.|
|ᎦᎭᏘᏗ|4|Digahatdi duwhtanv getvsdi dasdlusgvi.|ᏗᎦᎭᏘᏗ ᏚᏭᏔᏅ ᎨᏛᏍᏗ ᏓᏍᏡᏍᎬᎢ.|He used wedges in splitting posts.|
|ᏥᏍᏛᎾ ᎠᏓᏨᏯᏍᎩ|4|Jisdvna adajvysgi uwajvhyv ulasihdeni.|ᏥᏍᏛᎾ ᎠᏓᏧᏯᏍᎩ ᎤᏩᏨᏴ ᎤᎳᏍᎢᏕᏂ.|A scorpion stung him on his foot.|
|ᎫᏩᏧᏁᎦ|4|Kuwajunega dluhgv uwahnilv anagalisgi.|ᎫᏩᏧᏁᎦ ᏡᎬ ᎤᏩᏂᎸ ᎠᎾᎦᎵᏍᎩ.|Lighting struck a sycamore tree.|
|ᏑᎨᏓ|4|Sugeda uwohlvhnohna, digatdi wuhlanvi.|ᏑᎨᏓ ᎤᏬᏢᏃᎿ, ᏗᎦᏘᏗ ᏭᏝᏅᎢ.|After he made the dough, he put it in the oven.|
|ᏩᏥᎳ|4|Wajila yvkisga vtlisv, doyaweisdisgoi.|ᏩᏥᎳ ᏴᎩᏍᎦ ᎥᏟᏒ, ᏙᏯᏪᎢᏍᏗᏍᎪᎢ.|If you swallow saliva while running, it tires you out.|
|ᎦᏆᏘᏗ|4|Amayi wudelijv gagwatdi udagwadestana.|ᎠᎹᏱ ᏭᏕᎵᏨ ᎦᏆᏘᏗ ᎤᏓᏆᏕᏍᏔᎾ.|The wheel went into the water when it came off.|
|ᏦᎳᏂ|4|Disduida igesesdi jolani, dehisduhnvi.|ᏗᏍᏚᎢᏓ ᎢᎨᏎᏍᏗ ᏦᎳᏂ, ᏕᎯᏍᏚᏅᎢ.|If the windows happen to be open, close them.|
|ᎦᏙᏅᏗᎭ|4|Duyaweja gasaleni gahnehv, udonhtanvi.|ᏚᏯᏪᏣ ᎦᏌᎴᏂ ᎦᏁᎲ, ᎤᏙᏅᏔᏅᎢ.|When he got tired of holding the coat, he dropped it.|
|ᏴᎩ|4|Ganvgwalosdi uyochelv yvgi gahatvsgvi.|ᎦᏅᏆᎶᏍᏗ ᎤᏲᏤᎸ ᏴᎩ ᎦᎭᏛᏍᎬᎢ.|He broke his hammer driving a nail.|
|ᎧᏁᏆᏗᎭ|4|Getilosdi gvhdi uhnegwadvhv uhnihlgvi.|ᎨᏘᎶᏍᏗ ᎬᏗ, ᎤᏁᏆᏛᎲ ᎤᏂᎷᎬᎢ.|He pried the stump with a crowbar.|
|ᎠᏍᏓᏅᏅᏍᎦ|4|Gigage digohwelodi gvhdi usdanvhnanvi.|ᎩᎦᎨ ᏗᎪᏪᎶᏗ ᎬᏗ ᎤᏍᏓᏅᎿᏅᎢ.|He drew a line with a red pencil.|
|ᎠᎴᏂᎭ|4|Hilayv eligwu hyalen dejalvhwisdanehv?|ᎯᎳᏴ ᎡᎵᏊ ᏯᎴᎾ ᏕᏣᎸᏫᏍᏓᏁᎲ?|When can you start working?|
|ᎠᏙᏂᏍᎩ|4|Hiyoligis kilo adonisgi adehlohgwasgi?|ᎯᏲᎵᎩᏍ ᎩᎶ ᎠᏙᏂᏍᎩ ᎠᏕᎶᏆᏍᎩ?|Do you know anyone who is an apprentice sorcerer?|
|ᎦᎳᏗᏍᏙᏗ|4|Ije ktanvdohdi digaladisdohdi uhwasvi.|ᎢᏤ ᎬᏔᏅᏙᏗ ᏗᎦᎳᏗᏍᏙᏗ ᎤᏩᏒᎢ.|He bought a new tool box.|
|ᎠᏝᏫᏘᏗᎭ|4|Jiyu dinehldohdi ulvkwdi uhlawitdohdi.|ᏥᏳ ᏗᏁᏟᏙᏗ ᎤᎸᏉᏗ ᎤᏝᏫᏘᏙᏗ.|He likes to fly a toy airplane.|
|ᎠᏨᏍᏛᏍᎦ|4|Sudali iyuwahnilv sunale dehijvstanvi.|ᏑᏓᎵ ᎢᏳᏩᏂᎸ ᏑᎾᎴ ᏕᎯᏨᏍᏔᏅᎢ.|Turn on the lights at six o'clock in the morning|
|ᎠᎴᏗᎭ|4|Talugisgi gageda ulehdohdi unehltanvi.|ᏔᎷᎩᏍᎩ ᎦᎨᏓ ᎤᎴᏙᏗ ᎤᏁᏟᏔᏅᎢ.|He tried to stand a heavy piece of steel in an upright position.|
|ᎦᎾᏝᎢ|4|Tsgwisdi ganahlai uyhdidana ujeligohi.|ᏥᏍᏈᏍᏗ ᎦᎾᏝᎢ ᎤᏴᏗᏓᎾ ᎤᏤᎵᎪᎯ.|He has a lot of livestock on his place.|
|ᎦᏄᎪᎦ|4|Udihlehvsa galhjode didla, aginugojvi.|ᎤᎵᏞᎲᏌ ᎦᎵᏦᏕ ᏗᏜ, ᎠᎩᎤᎪᏨᎢ.|When it got hot inside, I went out.|
|ᏖᎦ|4|Vdaluhldi tsgwisdi yidvgohwahta tehga.|ᎥᏓᎷᎵᏗ ᏥᏍᏈᏍᏗ ᏱᏛᎪᏩᏔ ᏖᎦ.|You can see a lot of toads by a pond.|
|ᏥᏃᏍᎦ|4|Chinosga agohvsdisgo osi uganawohisdii.|ᏥᏃᏍᎦ ᎠᎪᎲᏍᏗᏍᎪ ᎣᏏ ᎤᎦᎾᏬᎯᏍᏗᎢ.|He burns coal in his heating stove.|
|ᎠᏙᎳᏅᏍᏗ|4|Didolanvsdi degohlvsgo ada dayohlvsgvi.|ᏗᏙᎳᏅᏍᏗ ᏕᎪᎸᏍᎪ ᎠᏓ ᏓᏲᏢᏍᎬᎢ.|He makes walking canes by carving wood.|
|ᎤᏩᏂᎦᏢᎢ|4|Duwanigahlv unakilvdi unilvkwdi wahuhi.|ᏚᏩᏂᎦᏢ ᎤᎾᎩᎸᏗ ᎤᏂᎸᏉᏗ ᏩᎱᎯ.|Owls like to sit on limbs.|
|ᎠᎵᏍᏚᎵᎠ|4|Halsdulanv hinugojvi, uhyvdlaheno doyi.|ᎭᎵᏍᏚᎳᏅ ᎯᏄᎪᏨᎢ, ᎤᏴᏜᎮᏃ ᏙᏱ.|Put on a cap when you go out because it's cold outside.|
|ᎧᎶᏇᎩᏗ|4|Kalogwekdi josda digetvsdi dadohlvsgoi.|ᎧᎶᏇᎩᏗ ᏦᏍᏓ ᏗᎨᏛᏍᏗ ᏓᏙᏢᏍᎪᎢ.|Locusts make good posts.|
|ᎤᎩᏥᏕᏱ|4|Ugitsdeyi adidisgo julvhwisdanhdi yigi.|ᎤᎩᏥᏕᏱ ᎠᏗᏗᏍᎪ ᏧᎸᏫᏍᏓᏁᏗ ᏱᎩ.|He gets up at dawn when he has to work.|
|ᎠᏓᏁᏢᎢ|4|Alsdayhdi adanehlv duhnelv juniyosisgi.|ᎠᎵᏍᏓᏴᏗ ᎠᏓᏁᏢ ᏚᏁᎸ ᏧᏂᏲᏏᏍᎩ.|He gave a supply of food to the hungry.|
|ᏓᎦᏒᏍᏗᎭ|4|Dinagalisgi juyanv duksvstanv duteyvsa.|ᏗᎾᎦᎵᏍᎩ ᏧᏯᏅ ᏚᎦᏒᏍᏔᏅ ᏚᏖᏴᏌ.|The electrical wires smoked when they became hot.|
|ᎦᏙᎯ|4|Diniyohli unilvkwdi gadohi junanehldii.|ᏗᏂᏲᏟ ᎤᏂᎸᏉᏗ ᎦᏙᎯ ᏧᎾᏁᎶᏗᎢ.|Children like to play on the ground.|
|ᎠᏍᏚᎢᎠ|4|Gahlgwogi iyuwahnilv asduisgo adananvi.|ᎦᏟᏉᎩ ᎢᏳᏩᏂᎸ ᎠᏍᏚᎢᏍᎪ ᎠᏓᎾᏅᎢ.|He opens the store at seven o'clock.|
|ᏗᎵᏔᏕᎩ|4|Galvladi dihltadegi iyulsdohdi uduliha.|ᎦᎸᎳᏗ ᏗᎵᏔᏕᎩ ᎢᏳᎵᏍᏙᏗ ᎤᏚᎵᎭ.|He wants to become a high jumper.|
|ᎠᏓᎾᏩᏍᏗᎭ|4|Gihli dasuhwisgv utvgana, udanuwstanvi.|ᎩᏟ ᏓᏑᏫᏍᎬ ᎤᏛᎦᎾ, ᎤᏓᏄᏩᏍᏔᏅᎢ.|When he heard the dog bark, he ran.|
|ᎠᎱᏣᏬᎳᏛᏗ|4|Hadlv yidejiyvwahta osi dihujawoladvdi?|ᎭᏢ ᏱᏕᏥᏴᏩᏔ ᎣᏏ ᏗᎱᏣᏬᎳᏛᏗ?|Where can I find some stove pipes?|
|ᏓᎵᏔᏕᎦ|4|Hila iyagalvladi eligwu yidehahltaduga?|ᎯᎳ ᎢᏯᎦᎸᎳᏗ ᎡᎵᏊ ᏱᏕᎭliᏔᏚᎦ.|How high can you jump?|
|ᏛᎦ|4|Hisduhvga galohisdii, tvhga dehiyhdiha.|ᎯᏍᏚᎲᎦ ᎦᎶᎯᏍᏗᎢ, ᏛᎦ ᏕᎯᏴᏗᎭ.|Close the door, you're letting the flies in.|
|ᎤᏢᏓᎸᏓ|4|Hyahtena udlvdalvda ujayoha ulasihdeni.|ᏯᏖᎾ ᎤᏢᏓᎸᏓ ᎤᏣᏲᎭ ᎤᎳᏏᏕᏂ.|A splinter from a board stuck him in his foot.|
|ᎠᏓᏟᏁᏌᎵᏗ|4|Ije adahlinesahldi unvnelv usdayvhvsgi.|ᎢᏤ ᎠᏓᏟᏁᏌᎵᏗ ᎤᏅᏁᎸ ᎤᏍᏓᏴᎲᏍᎩ.|He gave his wife a new purse.|
|ᏗᏕᏲᎲᏍᎩ|4|Ilvsgi judetiyvda didehyohvsgi nigesoi.|ᎢᎸᏍᎩ ᏧᏕᏘᏴᏓ ᏗᏕᏲᎲᏍᎩ ᏂᎨᏐᎢ.|He's been a teacher for a few years.|
|ᏓᎦᏨᏍᏗᎭ|4|Junilawisdi degegachvstanv soi jikalvi.|ᏧᏂᎳᏫᏍᏗ ᏕᎨᎦᏨᏍᏔᏅ ᏐᎢ ᏥᎧᎸᎢ.|They were married in a chapel last month.|
|ᎦᏅᏤᎦ|4|Junilvhwisgane unaditasdi ama jinvjega.|ᏧᏂᎸᏫᏍᏓᏁ ᎤᎾᏗᏔᏍᏗ ᎠᎹ ᏥᏅᏤᎦ.|I am taking some drinking water for the workers.|
|ᎠᏁᎳᏗᎠ|4|Neladugwu nudetiyvha uneladvi oginalii.|ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ ᎤᏁᎳᏛᎢ ᎣᎩᎾᎵᎢ.|My friend got married as soon as he turned eighteen.|
|ᎤᎾᎵᎪᎭ|4|Oginali oginaligohi woginedolv Nvdagii.|ᎣᎩᎾᎵ ᎣᎩᎾᎵᎪᎯ ᏬᎩᏁᏙᎸ ᏅᏓᎩᎢ.|My friend and I went to Texas together.|
|ᎦᏓᎷᎪᏗ|4|Tstanvis sogwili uninsanesd gadalugodi?|ᏨᏔᏅᎢᏍ ᏐᏈᎵ ᎤᏂᎾᏌᏁᏍᏗ ᎦᏓᎷᎪᏗ?|Have you used a horse-drawn plow?|
|ᏗᎦᏙᏗ|4|Diktohdi gvhdi yuhwiyagatahna hyiyoligi.|ᏗᎦᏙᏗ ᎬᏗ ᏳᏫᏯᎦᏔᎿ ᏱᏲᎵᎩ.|If you look at him with binoculars, you'll recognize him.|
|ᎤᎵᎪᎲᏍᏗ|4|Uligohvsdi iyv dvlenvhi dadehlohgwasgvi.|ᎤᎵᎪᎲᏍᏗ ᎢᏴ ᏛᎴᏅᎯ ᏓᏕᎶᏆᏍᎬᎢ.|He's going to school in the fall.|
|ᎠᏕᏠᏆᎠ|4|Ahidas adehlohgwasdi Jalagi gawonihisdi?|ᎠᎯᏓᏍ ᎠᏕᎶᏆᏍᏗ ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ?|Is it easy to learn to speak Cherokee?|
|ᎠᏛᏁᎵᎭ|4|Ajiyejasdohdi udulisgv iyusdi advneliha.|ᎠᏥᏰᏣᏍᏙᏗ ᎤᏚᎵᏍᎬ ᎢᏳᏍᏗ ᎠᏛᏁᎵᎭ.|He's acting silly because he wants to be laughed at.|
|ᎠᎦᏙᎵ|4|Aktisi aktoli nigohilv udehyahtohdisgoi.|ᎠᎦᏘᏏ ᎠᎦᏙᎵ ᏂᎪᎯᎸ ᎤᏕᏯᏙᏗᏍᎪᎢ.|His right eye is always bothering him.|
|ᎠᎩᏟᏱ|4|Anijalagi Digejiilvstanv agihliyi gesei.|ᎠᏂᏣᎳᎩ ᏗᎨᏥᎢᎢᎸᏍᏔᏅ ᎠᎩᏟᏱ ᎨᏎᎢ.|The Trail of Tears was agony for the Cherokee.|
|ᎦᏃᏥ|4|Didadlosdi juwohlvhdohdi ganoji uduliha.|ᏗᏓᏠᏍᏗ ᏧᏬᏢᏙᏗ ᎦᏃᏥ ᎤᏚᎵᎭ.|He wants some leather to make belts.|
|ᎠᏓᏃᏴᏟᏍᏗᎭ|4|Doya nav yigaluchela udanohyvhlisdisgoi.|ᏙᏯ ᎾᎥ ᏱᎦᎷᏤᎳ ᎤᏓᏃᏴᏟᏍᏗᏍᎪᎢ.|When you get close to a beaver, it makes noise.|
|ᎤᎿᏍᏕᏢᎢ|4|Hlesdi dehlgv duhnasdedlv yitiluysgesdi.|ᏞᏍᏗ ᏕᏡᎬ ᏚᎿᏍᏕᏢ ᏱᏘᎷᏯᏍᎨᏍᏗ.|Don't chop on the tree roots.|
|ᎤᏁᎫᏥᏓ|4|Jadaksesdesdi, gihlis unegujida unikaha.|ᏣᏓᎦᏎᏍᏕᏍᏗ, ᎩᏟᏍ ᎤᏁᎫᏥᏓ ᎤᏂᎧᎭ.|Watch yourself, they have a mean dog.|
|ᎦᏁᎦ|4|Joiha digosdvnisdi tinuga unalasgahldii.|ᏦᎢᎭ ᏗᎪᏍᏛᏂᏍᏗ ᏘᏄᎦ ᎤᎾᎳᏍᎦᎵᏗᎢ.|Take three bats to the baseball diamond.|
|ᎦᏂᏯᎠ|4|Junadasdudi ulitisa uhnawho uniyastanvi.|ᏧᎾᏓᏍᏚᏗ ᎤᎵᏘᏌ ᎤᏂᏯᏍᏔᏅᎢ.|He left his shirt when he escaped from jail.|
|ᏗᎫᎵᏗᏍᎩ|4|Kananesgi gajvsgv jigowahta diguhldisgi.|ᎧᎾᏁᏍᎩ ᎦᏨᏍᎬ ᏥᎪᏩᏔ ᏗᎫᎵᏗᏍᎩ.|I just saw a mud dauber sting a spider.|
|ᎦᎶᏄᎮᎭ|4|Nelagi yigvwadvnhdi yelia, galonuhesgoi.|ᏁᎳᎩ ᏱᎬᏩᏛᏅᏗ ᏰᎵᎠ, ᎦᎶᏄᎮᏍᎪᎢ.|Whenever he thinks he can get away with it, he cheats.|
|ᎦᎾᏕᎦ|4|Nula! Nunadinvdagwu galhjode winijuhjvi.|ᏄᎳ! ᏄᎾᏗᏅᏓᏊ ᎦᎵᏦᏕ ᏫᏂᏧᏨᎢ.|Hurry! Let's both get there before he sells the house.|
|ᎠᏍᏆᏗᎠ|4|Nvhgi ayehli asgwadisgo dulvhwisdanehvi.|ᏅᎩ ᎠᏰᏟ ᎠᏍᏆᏗᏍᎪ ᏚᎸᏫᏍᏓᏁᎲᎢ.|He finishes his work at 4:30.|
|ᎠᎵᎪᏛᏍᎦ|4|Sgwahlesdi uwahnila jolani, uhlkodvhnvi.|ᏍᏆᏞᏍᏗ ᎤᏩᏂᎳ ᏦᎳᏂ, ᎤᎵᎪᏛᏅᎢ.|When the ball hit the window, it shattered.|
|ᎠᏔᏬᏍᏗᎭ|4|Tali iyatahwostanv igohida utahwostanvi.|ᏔᎵ ᎢᏯᏔᏬᏍᏔᏅ ᎢᎪᎯᏓ ᎤᏔᏬᏍᏔᏅᎢ.|He held his breath for two minutes.|
|ᏓᏏᏛᏂᎭ|4|Ugvwiyuhi uwonisohna dunasihtvnilv yvwi.|ᎤᎬᏫᏳᎯ ᎤᏬᏂᏐᎿ ᏚᎾᏏᏛᏂᎸ ᏴᏫ.|When the president finished his speech, the people applauded.|
|ᎠᏓᎾᏅᎢ|4|Adananv dagilvhwisdaneho gogi yinulstana.|ᎠᏓᎾᏅ ᏓᎩᎸᏫᏍᏓᏁᎰ ᎪᎩ ᏱᏄᎵᏍᏔᎾ.|I work in a store in the summer.|
|ᎡᎳᏗ|4|Eladi ulsdvhlunvi. Eladis hiluhgi?|ᎡᎳᏗ ᎤᎵᏍᏛᎷᏅᎢ. ᎡᎳᏗᏍ ᎯᎷᎩ?|He sat down. Did you come on foot?|
|ᎤᏜᏏᏛᎡᎭ|4|Jadlasitvehas eligwu yigvgwadvnhdi gesvi?|ᏣᏜᏏᏛᎡᎭᏍ ᎡᎵᏊ ᏱᎬᏆᏛᏁᏗ ᎨᏒᎢ?|Don't you believe I can do it?|
|ᎤᏙ|4|Udo uhwahtvhidoha svnadodagwasdi igohida.|ᎤᏙ ᎤᏩᏛᎯᏙᎭ ᏒᎾᏙᏓᏆᏍᏗ ᎢᎪᎯᏓ.|xHer brother is visiting xher for one week.|
|ᎤᏅᏉᎳᏛᎢ|4|Uhnvkwolatv usgolvjv ulogilv uhlgaliyvha.|ᎤᏅᏉᎳᏛ ᎤᏍᎪᎸᏨ ᎤᎶᎩᎸ ᎤᎵᎦᎵᏴᎭ.|The rainbow faded when the cloud cleared up.|
|ᎤᏥᏆᎸᏛᎢ|4|Utsgwalvtv ulsgwalselv hlgv dojuhltadina.|ᎤᏥᏆᎸᏛ ᎤᎵᏍᏆᎵᏎᎸ ᏡᎬ ᏙᏧᎵᏔᏗᎾ.|He broke his ankle when he jumped from a tree.|
|ᎦᏰᏫᏍᎩᎢ|4|Anagalisgi uhnigisdisgi gayewsgi uduliha.|ᎠᎾᎦᎵᏍᎩ ᎤᏂᎩᏍᏗᏍᎩ ᎦᏰᏫᏍᎩ ᎤᏚᎵᎭ.|He wants an electric sewing machine.|
|ᏓᏂᎳᏫᎦ|4|Anijalagi Unadodagwidena usv danilawigoi.|ᎠᏂᏣᎳᎩ ᎤᏙᏓᏈᏕᎾ ᎤᏒ ᏓᏂᎳᏫᎪᎢ.|Cherokee hold church services on Saturday nights.|
|ᎠᏴᏖᎠ|4|Askoli galvladidla uhyvhtesdi unehltanvi.|ᎠᏍᎪᎵ ᎦᎸᎳᏗᏜ ᎤᏴᏖᏍᏗ ᎤᏁᏟᏔᏅᎢ.|He tried to kick above his head.|
|ᎠᏩᏘᎭ|4|Gohusdi yagvsgalanela, ahida ahwahtisgoi.|ᎪᎱᏍᏗ ᏯᎬᏍᎦᎳᏁᎳ, ᎠᎯᏓ ᎠᏩᏘᏍᎪᎢ.|When something is hidden from him, he finds it easily|
|ᎠᏝᏫᏗᎭ|4|Gohusdi yusgasdanela jisgwa, ahlawdisgoi.|ᎪᎱᏍᏗ ᏳᏍᎦᏍᏓᏁᎳ ᏥᏍᏆ, ᎠᏝᏫᏗᏍᎪᎢ.|When something scares a bird, it flies away.|
|ᎤᎿᏑᎦᏢᎢ|4|Hayelsdi gvhdi dasgwalsga duhnasuhgahlvi.|ᎭᏰᎵᏍᏗ ᎬᏗ ᏓᏍᏆᎸᏍᎦ ᏚᎿᏑᎦᏢᎢ.|He's trimming his toenails with a knife.|
|ᎠᎦᏖᏃᎭ|4|Hla gohusdi yagwaduli. Jigatenolidohagwu.|Ꮭ ᎪᎱᏍᏗ ᏯᏆᏚᎵ. ᏥᎦᏖᏃᎵᏙᎭᏊ.|I don't want anything. I'm just looking around.|
|ᎦᏣᏲᎯᎭ|4|Uhyvdla jaginiyisgv aganakti agijayohlvi.|ᎤᏴᏜ ᏣᎩᏂᏱᏍᎬ ᎠᎦᎾᎦᏘ ᎠᎩᏣᏲᏢᎢ.|When I had a cold, a doctor gave me an injection.|
|ᎠᏨᏍᏗ|4|Unagalvha, anagalisgi dijvysdi duhdlosvi.|ᎤᎾᎦᎸᎭ, ᎠᎾᎦᎵᏍᎩ ᏗᏨᏍᏗ ᏚᏠᏒᎢ.|When lightning flashed, the electric lights went out.|
|ᎫᎯᎶᎠ|4|Yiduhyahketsohna nana amohi deguhilosgoi.|ᏱᏚᏯᎨᏦᎿ ᎾᎾ ᎠᎼᎯ ᏕᎫᎯᎶᏍᎪᎢ.|When he finishes peeling potatoes, he washes them in water.|
|ᏓᎴᎲᏍᎦ|4|Dijalehvga gadvnv nigad dejalehnvi.|ᏗᏣᎴᎲᎦ ᎦᏛᏅ, ᏂᎦᏓ ᏕᏣᎴᏅᎢ.|When I say stand up, everyone stand up.|
|ᎤᏩᏒᎯ|4|Juwasvhi nidulstanv juwoyeni duhyvdladela.|ᏧᏩᏒᎯ ᏂᏚᎵᏍᏔᏅ ᏧᏬᏰᏂ ᏚᏴᏜᏕᎳ.|His hands became numb when they became cold.|
